rank,protected,rider_number,name,team,uci_id,country,birth_year,speed_trap,speed_trap_rank,final_time,gap,points,split_1,split_1_rank,sector_1,split_2,split_2_rank,sector_2,split_3,split_3_rank,sector_3,split_4,split_4_rank,sector_4,sector_1_rank,sector_2_rank,sector_3_rank,sector_4_rank,sector_5,sector_5_rank
90,p,23,STEVENS-MCNAB Lachlan *,UNION - FORGED BY STEEL CITY MEDIA,10110184506,NZL,2004,53.318,1,4:05.588,+21.766,-,0:41.608,25,00:41.608000,1:43.838,15,01:02.230000,2:27.992,14,00:44.154000,3:41.287,91,01:13.295000,24,11,10,100,00:24.301000,66
91,,90,BURNS CONTRERAS Pedro,N/A,10010632190,CHI,1997,47.120,88,4:06.319,+22.497,-,0:43.498,88,00:43.498000,1:52.089,97,01:08.591000,2:40.941,97,00:48.852000,3:41.273,90,01:00.332000,86,95,98,86,00:25.046000,90
92,p,25,HATTON Charlie,CONTINENTAL ATHERTON,10009897014,GBR,1998,49.369,65,4:07.782,+23.960,-,0:42.520,56,00:42.520000,1:48.005,67,01:05.485000,2:34.566,70,00:46.561000,3:42.378,92,01:07.812000,55,72,75,95,00:25.404000,91
93,,126,CONTE Dylan,N/A,10008180316,USA,1993,46.249,96,4:11.124,+27.302,-,0:44.930,99,00:44.930000,1:55.706,100,01:10.776000,2:44.479,98,00:48.773000,3:46.202,94,01:01.723000,97,100,97,87,00:24.922000,88
94,,135,KEARL Ryker *,OUTLAW UNITED,10138285507,USA,2005,45.363,99,4:12.700,+28.878,-,0:46.932,103,00:46.932000,1:56.574,101,01:09.642000,2:45.307,100,00:48.733000,3:47.195,95,01:01.888000,101,98,96,88,00:25.505000,94
95,,70,CAPPELLO Davide *,THE GRAVITY CARTEL - ROGUE RACING,10032715353,ITA,2004,41.958,105,4:15.394,+31.572,-,0:42.171,40,00:42.171000,1:46.893,52,01:04.722000,2:33.065,55,00:46.172000,3:44.974,93,01:11.909000,39,59,64,99,00:30.420000,103
96,,92,CUMMING Christopher *,CONTINENTAL GT RACING,10017082286,IRL,2002,44.031,100,4:15.622,+31.800,-,0:45.642,101,00:45.642000,1:54.474,98,01:08.832000,2:44.680,99,00:50.206000,3:49.912,96,01:05.232000,99,97,99,93,00:25.710000,95
97,,134,JACKSON Liam,N/A,10010008158,NZL,1997,42.413,103,4:15.933,+32.111,-,0:44.577,98,00:44.577000,1:54.892,99,01:10.315000,2:45.327,101,00:50.435000,3:50.086,97,01:04.759000,96,99,100,92,00:25.847000,96
98,,128,ABRIGO Joaquin,N/A,10121157832,CHI,2000,47.022,89,4:19.843,+36.021,-,0:47.956,106,00:47.956000,2:00.743,104,01:12.787000,2:52.335,104,00:51.592000,3:54.380,99,01:02.045000,104,102,102,89,00:25.463000,93
99,,136,KIRSCHER Franck,N/A,10005589507,FRA,1984,43.000,102,4:20.723,+36.901,-,0:45.976,102,00:45.976000,1:57.766,102,01:11.790000,2:49.353,102,00:51.587000,3:53.654,98,01:04.301000,100,101,101,91,00:27.069000,101
100,p,24,HART Danny,CONTINENTAL GT RACING,10005470073,GBR,1991,52.053,16,4:40.853,+57.031,-,0:41.147,11,00:41.147000,1:44.219,19,01:03.072000,2:28.795,18,00:44.576000,4:15.416,100,01:46.621000,10,25,25,101,00:25.437000,92
101,,116,PEDERSON Jack,N/A,10131672733,USA,2001,45.732,98,5:06.211,+1:22.389,-,0:45.591,100,00:45.591000,1:59.046,103,01:13.455000,2:51.071,103,00:52.025000,4:39.563,101,01:48.492000,98,103,103,102,00:26.648000,99
102,,132,GARCIA MARTINEZ Brandon *,N/A,10088763165,MEX,2003,42.214,104,5:06.578,+1:22.756,-,0:47.423,105,00:47.423000,2:35.118,105,01:47.695000,3:31.880,105,00:56.762000,4:40.195,102,01:08.315000,103,104,104,96,00:26.383000,98
103,P,3,VERGIER Loris,TREK FACTORY RACING GRAVITY,10008723112,FRA,1996,51.694,22,5:16.320,+1:32.498,-,0:41.744,27,00:41.744000,1:44.082,18,01:02.338000,2:29.354,23,00:45.272000,4:47.439,103,02:18.085000,26,13,38,103,00:28.881000,102
104,p,21,THIRION Rémi,GIANT FACTORY OFF-ROAD TEAM - DH,10005415715,FRA,1990,51.165,25,5:21.340,+1:37.518,-,0:41.573,21,00:41.573000,1:44.974,29,01:03.401000,2:29.104,21,00:44.130000,4:48.016,104,02:18.912000,20,33,9,104,00:33.324000,104
