rank,protected,rider_number,name,team,uci_id,country,birth_year,speed_trap,speed_trap_rank,final_time,gap,points,split_1,split_1_rank,sector_1,split_2,split_2_rank,sector_2,split_3,split_3_rank,sector_3,split_4,split_4_rank,sector_4,sector_1_rank,sector_2_rank,sector_3_rank,sector_4_rank,sector_5,sector_5_rank
1,P,1,BRUNI Loic,SPECIALIZED GRAVITY,10007544358,FRA,1994,57.855,2,3:49.418,+0.000,50,0:47.345,2,00:47.345000,1:48.208,3,01:00.863000,2:38.332,2,00:50.124000,3:13.417,1,00:35.085000,2,4,2,1,00:36.001000,14
2,P,4,ILES Finn,SPECIALIZED GRAVITY,10090907774,CAN,1999,56.648,9,3:49.531,+0.113,40,0:47.070,1,00:47.070000,1:46.727,1,00:59.657000,2:35.853,1,00:49.126000,3:13.572,2,00:37.719000,1,1,1,40,00:35.959000,13
3,P,9,NORTON Dakotah,MONDRAKER FACTORY RACING,10010038167,USA,1992,55.449,31,3:50.023,+0.605,30,0:47.679,5,00:47.679000,1:48.344,4,01:00.665000,2:38.884,3,00:50.540000,3:14.340,3,00:35.456000,5,3,4,3,00:35.683000,8
4,p,20,PIERRON Amaury,COMMENCAL/MUC-OFF BY RIDING,10008827283,FRA,1996,56.118,13,3:50.141,+0.723,25,0:47.606,3,00:47.606000,1:48.130,2,01:00.524000,2:39.103,4,00:50.973000,3:14.841,4,00:35.738000,3,2,7,4,00:35.300000,4
5,P,8,BROSNAN Troy,CANYON CLLCTV FACTORY TEAM,10007307417,AUS,1993,56.895,7,3:50.552,+1.134,22,0:47.631,4,00:47.631000,1:49.316,5,01:01.685000,2:40.210,5,00:50.894000,3:15.471,5,00:35.261000,4,6,6,2,00:35.081000,2
6,P,3,VERGIER Loris,TREK FACTORY RACING GRAVITY,10008723112,FRA,1996,54.054,69,3:52.292,+2.874,20,0:47.902,8,00:47.902000,1:49.824,6,01:01.922000,2:41.209,6,00:51.385000,3:17.349,6,00:36.140000,8,7,9,7,00:34.943000,1
7,,45,PINKERTON Ryan *,MONDRAKER FACTORY RACING,10063826182,USA,2005,56.962,6,3:54.506,+5.088,18,0:48.270,11,00:48.270000,1:51.451,12,01:03.181000,2:41.686,7,00:50.235000,3:17.813,7,00:36.127000,11,16,3,6,00:36.693000,34
8,P,15,DUNNE Ronan *,MONDRAKER FACTORY RACING,10017006104,IRL,2002,55.598,25,3:55.543,+6.125,17,0:48.010,9,00:48.010000,1:50.724,10,01:02.714000,2:43.615,12,00:52.891000,3:20.195,8,00:36.580000,9,12,35,10,00:35.348000,5
9,P,10,SHAW Luca,CANYON CLLCTV FACTORY TEAM,10008813442,USA,1996,55.385,32,3:56.254,+6.836,16,0:49.520,33,00:49.520000,1:51.943,17,01:02.423000,2:44.862,20,00:52.919000,3:20.678,12,00:35.816000,33,10,36,5,00:35.576000,6
10,p,23,STEVENS-MCNAB Lachlan *,UNION - FORGED BY STEEL CITY MEDIA,10110184506,NZL,2004,57.302,3,3:56.293,+6.875,15,0:49.118,20,00:49.118000,1:52.350,18,01:03.232000,2:43.154,10,00:50.804000,3:20.614,10,00:37.460000,20,18,5,33,00:35.679000,7
11,,38,CRAIK George Ethan *,SCOTT DOWNHILL FACTORY,10083936912,GBR,2003,55.814,19,3:56.467,+7.049,14,0:47.789,6,00:47.789000,1:50.670,9,01:02.881000,2:43.044,9,00:52.374000,3:20.558,9,00:37.514000,6,15,22,35,00:35.909000,11
12,,33,MAPLES Dylan *,COMMENCAL/MUC-OFF BY RIDING,10114296696,USA,2003,57.143,4,3:56.486,+7.068,13,0:49.325,26,00:49.325000,1:51.753,14,01:02.428000,2:43.358,11,00:51.605000,3:20.645,11,00:37.287000,26,11,11,26,00:35.841000,10
13,p,25,HART Danny,CONTINENTAL GT RACING,10005470073,GBR,1991,55.836,18,3:57.100,+7.682,12,0:47.820,7,00:47.820000,1:50.575,8,01:02.755000,2:42.931,8,00:52.356000,3:20.753,14,00:37.822000,7,13,21,44,00:36.347000,20
14,,41,PONTVIANNE Nathan *,GOODMAN SANTACRUZ,10057982944,FRA,2005,55.513,28,3:57.123,+7.705,11,0:49.393,29,00:49.393000,1:52.995,25,01:03.602000,2:44.804,18,00:51.809000,3:22.033,21,00:37.229000,29,24,14,23,00:35.090000,3
15,,44,MEIER-SMITH Luke *,GIANT FACTORY OFF-ROAD TEAM - DH,10049212326,AUS,2002,56.075,15,3:57.274,+7.856,10,0:48.782,15,00:48.782000,1:51.556,13,01:02.774000,2:44.043,14,00:52.487000,3:21.473,16,00:37.430000,15,14,25,31,00:35.801000,9
16,,62,MEEK Toby *,MEEKBOYZ RACING,10064077170,NZL,2004,56.228,11,3:57.354,+7.936,9,0:48.216,10,00:48.216000,1:51.786,15,01:03.570000,2:43.661,13,00:51.875000,3:20.702,13,00:37.041000,10,22,16,14,00:36.652000,32
17,,32,HATTON Charlie,CONTINENTAL ATHERTON,10009897014,GBR,1998,56.140,12,3:57.879,+8.461,8,0:49.441,30,00:49.441000,1:53.415,28,01:03.974000,2:44.958,21,00:51.543000,3:21.267,15,00:36.309000,30,32,10,9,00:36.612000,30
18,p,28,DAPRELA Thibaut,N/A,10072798480,FRA,2001,55.879,17,3:58.414,+8.996,7,0:48.999,18,00:48.999000,1:52.362,19,01:03.363000,2:44.602,17,00:52.240000,3:21.707,18,00:37.105000,18,20,19,18,00:36.707000,35
19,,56,VIEIRA Douglas,N/A,10010126679,BRA,1998,55.130,37,3:58.546,+9.128,6,0:48.575,12,00:48.575000,1:52.522,20,01:03.947000,2:44.993,22,00:52.471000,3:22.193,22,00:37.200000,12,31,24,21,00:36.353000,21
20,,30,WALKER Matt,MADISON SARACEN FACTORY TEAM,10011016756,GBR,1999,55.598,25,3:58.676,+9.258,5,0:48.593,13,00:48.593000,1:51.927,16,01:03.334000,2:45.360,24,00:53.433000,3:21.963,20,00:36.603000,13,19,53,11,00:36.713000,36
21,,70,WILLIAMSON Matthew Luke *,TRIPLE FIVE RACING,10061878809,GBR,2002,55.300,34,3:58.853,+9.435,-,0:48.852,16,00:48.852000,1:51.237,11,01:02.385000,2:44.290,15,00:53.053000,3:21.559,17,00:37.269000,16,9,40,25,00:37.294000,52
22,,91,INTROZZI Stefano,N/A,10032121027,ITA,2000,56.031,16,3:59.136,+9.718,-,0:49.215,22,00:49.215000,1:52.815,23,01:03.600000,2:44.485,16,00:51.670000,3:21.926,19,00:37.441000,22,23,12,32,00:37.210000,48
23,p,27,THIRION Rémi,GIANT FACTORY OFF-ROAD TEAM - DH,10005415715,FRA,1990,54.095,66,3:59.249,+9.831,-,0:50.450,60,00:50.450000,1:52.814,22,01:02.364000,2:45.425,25,00:52.611000,3:22.780,25,00:37.355000,59,8,28,27,00:36.469000,25
24,p,22,WILLIAMSON Greg,MADISON SARACEN FACTORY TEAM,10006909111,GBR,1992,53.711,81,3:59.453,+10.035,-,0:49.513,32,00:49.513000,1:53.934,34,01:04.421000,2:46.132,30,00:52.198000,3:23.176,27,00:37.044000,32,35,17,15,00:36.277000,19
25,,35,JEWETT Jakob *,PIVOT FACTORY RACING,10061612663,CAN,2003,52.023,111,3:59.529,+10.111,-,0:49.993,45,00:49.993000,1:53.744,32,01:03.751000,2:45.954,29,00:52.210000,3:23.108,26,00:37.154000,45,26,18,19,00:36.421000,24
26,p,21,O CALLAGHAN Oisin *,YT MOB,10017486353,IRL,2003,55.556,27,3:59.535,+10.117,-,0:49.691,35,00:49.691000,1:53.969,35,01:04.278000,2:46.498,32,00:52.529000,3:23.587,30,00:37.089000,35,33,27,17,00:35.948000,12
27,P,5,KOLB Andreas,CONTINENTAL ATHERTON,10009187092,AUT,1996,55.046,40,3:59.560,+10.142,-,0:48.723,14,00:48.723000,1:50.343,7,01:01.620000,2:44.857,19,00:54.514000,3:22.228,23,00:37.371000,14,5,71,28,00:37.332000,55
28,,61,WALLACE Mark,WE ARE ONE MOMENTUM PROJECT,10008172636,CAN,1995,52.709,102,3:59.882,+10.464,-,0:49.140,21,00:49.140000,1:52.804,21,01:03.664000,2:45.617,27,00:52.813000,3:22.573,24,00:36.956000,21,25,32,13,00:37.309000,53
29,,58,ESTAQUE Thomas,COMMENCAL ICSTUDIO,10008848505,FRA,1996,55.004,41,4:00.055,+10.637,-,0:49.350,27,00:49.350000,1:53.876,33,01:04.526000,2:45.579,26,00:51.703000,3:23.494,29,00:37.915000,27,38,13,48,00:36.561000,28
30,,63,LALY Thibault,GOODMAN SANTACRUZ,10009533464,FRA,1997,54.690,52,4:00.308,+10.890,-,0:49.665,34,00:49.665000,1:52.854,24,01:03.189000,2:45.301,23,00:52.447000,3:23.181,28,00:37.880000,34,17,23,46,00:37.127000,45
31,,40,SUAREZ ALONSO Angel,FRAMEWORKS RACING,10008831529,ESP,1995,59.284,1,4:00.315,+10.897,-,0:49.232,23,00:49.232000,1:53.108,26,01:03.876000,2:46.492,31,00:53.384000,3:23.680,31,00:37.188000,23,28,51,20,00:36.635000,31
32,,75,CASTELLANOS LIBERAL Daniel *,N/A,10081562028,ESP,2005,57.098,5,4:00.832,+11.414,-,0:51.160,78,00:51.160000,1:56.350,60,01:05.190000,2:47.674,42,00:51.324000,3:23.941,32,00:36.267000,77,56,8,8,00:36.891000,39
33,,77,HOLGUIN VILLA Sebastian *,PURERIDING BP RACING,10035267059,COL,2004,53.472,90,4:00.838,+11.420,-,0:50.344,54,00:50.344000,1:55.220,48,01:04.876000,2:47.080,37,00:51.860000,3:24.153,34,00:37.073000,53,45,15,16,00:36.685000,33
34,,76,BANDEIRA Gonçalo *,SCOTT DOWNHILL FACTORY,10054661096,POR,2002,55.109,38,4:00.852,+11.434,-,0:49.865,43,00:49.865000,1:53.319,27,01:03.454000,2:45.831,28,00:52.512000,3:24.486,39,00:38.655000,43,21,26,62,00:36.366000,22
35,,64,SILVA Dante *,CANYON CLLCTV PIRELLI,10071893653,USA,2002,54.711,51,4:00.957,+11.539,-,0:49.265,25,00:49.265000,1:53.986,36,01:04.721000,2:46.677,34,00:52.691000,3:24.479,38,00:37.802000,25,43,31,43,00:36.478000,26
36,,39,DAVIS Oliver *,SANTA CRUZ SYNDICATE,10110838143,AUS,2004,55.109,38,4:01.145,+11.727,-,0:48.956,17,00:48.956000,1:53.510,30,01:04.554000,2:46.895,35,00:53.385000,3:24.156,35,00:37.261000,17,39,52,24,00:36.989000,42
37,,49,MINNAAR Greg,NORCO FACTORY RACING,10002818640,RSA,1981,54.670,53,4:01.503,+12.085,-,0:49.810,39,00:49.810000,1:54.326,38,01:04.516000,2:47.510,40,00:53.184000,3:24.407,36,00:36.897000,39,37,43,12,00:37.096000,44
38,,48,BREEDEN Joe,INTENSE FACTORY RACING,10011005743,GBR,1999,55.728,22,4:01.534,+12.116,-,0:49.096,19,00:49.096000,1:53.508,29,01:04.412000,2:46.528,33,00:53.020000,3:23.989,33,00:37.461000,19,34,39,34,00:37.545000,62
39,,83,RUDE JR Richard,YETI / FOX FACTORY RACE TEAM,10007546378,USA,1995,53.492,88,4:01.627,+12.209,-,0:50.401,56,00:50.401000,1:54.193,37,01:03.792000,2:47.033,36,00:52.840000,3:24.462,37,00:37.429000,55,27,33,30,00:37.165000,46
40,,54,SLACK Dan *,POLE FACTORY RACING,10088103464,GBR,2002,53.472,90,4:02.102,+12.684,-,0:50.148,50,00:50.148000,1:55.199,47,01:05.051000,2:47.442,39,00:52.243000,3:25.685,42,00:38.243000,49,53,20,56,00:36.417000,23
41,,66,BLENKINSOP Samuel,ZERODE RACING,10004485929,NZL,1988,55.236,35,4:02.124,+12.706,-,0:49.990,44,00:49.990000,1:54.747,42,01:04.757000,2:48.679,47,00:53.932000,3:25.898,44,00:37.219000,44,44,62,22,00:36.226000,17
42,,42,KERR Henry,CANYON CLLCTV PIRELLI,10023914524,IRL,2000,55.236,35,4:02.166,+12.748,-,0:49.760,38,00:49.760000,1:54.332,39,01:04.572000,2:47.526,41,00:53.194000,3:25.088,40,00:37.562000,38,41,44,37,00:37.078000,43
43,P,7,COULANGES Benoit,DORVAL AM COMMENCAL,10008194359,FRA,1994,54.196,63,4:02.378,+12.960,-,0:49.693,36,00:49.693000,1:53.597,31,01:03.904000,2:48.425,45,00:54.828000,3:25.815,43,00:37.390000,36,29,74,29,00:36.563000,29
44,,68,VIDAL Antoine,COMMENCAL LES ORRES,10070590924,FRA,2001,56.097,14,4:02.913,+13.495,-,0:50.576,62,00:50.576000,1:55.529,51,01:04.953000,2:48.369,44,00:52.840000,3:25.977,45,00:37.608000,61,47,33,39,00:36.936000,41
45,,51,CHAPELET Simon *,CUBE FACTORY RACING,10071553749,FRA,2002,54.857,46,4:02.977,+13.559,-,0:50.295,52,00:50.295000,1:54.782,43,01:04.487000,2:47.731,43,00:52.949000,3:25.266,41,00:37.535000,51,36,37,36,00:37.711000,68
46,,67,ZWAR Oliver,CANYON CLLCTV FMD,10008106857,SWE,1995,54.442,57,4:03.481,+14.063,-,0:50.260,51,00:50.260000,1:55.482,50,01:05.222000,2:48.541,46,00:53.059000,3:26.277,46,00:37.736000,50,57,41,41,00:37.204000,47
47,p,29,KUHN Bodhi *,TREK FACTORY RACING GRAVITY,10080855241,CAN,2005,53.832,76,4:03.654,+14.236,-,0:50.139,49,00:50.139000,1:56.071,59,01:05.932000,2:49.321,51,00:53.250000,3:27.607,50,00:38.286000,48,63,46,57,00:36.047000,16
48,,187,VERNON Taylor,ZERODE RACING,10008728667,GBR,1996,54.054,69,4:03.867,+14.449,-,0:49.828,41,00:49.828000,1:54.488,41,01:04.660000,2:50.064,57,00:55.576000,3:27.834,52,00:37.770000,41,42,90,42,00:36.033000,15
49,,82,PLATT Dom *,CONTINENTAL ATHERTON,10083936104,GBR,2005,54.095,66,4:04.503,+15.085,-,0:51.016,73,00:51.016000,1:55.909,54,01:04.893000,2:49.162,50,00:53.253000,3:27.225,48,00:38.063000,72,46,47,54,00:37.278000,51
50,,59,BRAYTON Adam,BNC RACING,10005386110,GBR,1988,53.215,95,4:04.704,+15.286,-,0:50.316,53,00:50.316000,1:55.480,49,01:05.164000,2:49.585,53,00:54.105000,3:28.434,56,00:38.849000,52,54,65,69,00:36.270000,18
51,,60,DICKSON Jacob,MS INTENSE RACING,10009453642,IRL,1997,54.381,59,4:05.077,+15.659,-,0:49.825,40,00:49.825000,1:54.875,44,01:05.050000,2:48.889,48,00:54.014000,3:27.361,49,00:38.472000,40,52,63,58,00:37.716000,69
52,,79,INIGUEZ Matteo,COMMENCAL ICSTUDIO,10066506012,FRA,2001,53.591,86,4:05.240,+15.822,-,0:50.351,55,00:50.351000,1:55.783,52,01:05.432000,2:49.082,49,00:53.299000,3:27.659,51,00:38.577000,54,60,50,61,00:37.581000,64
