rank,protected,rider_number,name,team,uci_id,country,birth_year,speed_trap,speed_trap_rank,final_time,gap,points,split_1,split_1_rank,sector_1,split_2,split_2_rank,sector_2,split_3,split_3_rank,sector_3,split_4,split_4_rank,sector_4,sector_1_rank,sector_2_rank,sector_3_rank,sector_4_rank,sector_5,sector_5_rank
29,,93,GRIFFITH Ryan *,PIVOT FACTORY RACING,10083250737,CAN,2006,59.297,17,3:52.669,+9.674,-,0:45.414,38,00:45.414000,1:46.225,32,01:00.811000,2:33.106,30,00:46.881000,3:07.328,28,00:34.222000,36,25,28,28,00:45.341000,26
30,,60,CAPPELLO Davide *,ROGUE RACING - SR SUNTOUR,10032715353,ITA,2004,57.795,37,3:53.253,+10.258,-,0:44.937,28,00:44.937000,1:46.574,35,01:01.637000,2:33.230,32,00:46.656000,3:07.531,29,00:34.301000,26,38,25,31,00:45.722000,28
31,,84,LAMARIS Marco *,N/A,10128344623,GER,2006,58.190,31,3:54.598,+11.603,-,0:46.039,45,00:46.039000,1:47.954,43,01:01.915000,2:35.429,38,00:47.475000,3:09.859,36,00:34.430000,42,40,38,34,00:44.739000,16
32,,86,LEVESQUE Dylan,SCOTT DOWNHILL FACTORY,10008831731,FRA,1996,59.978,14,3:54.810,+11.815,-,0:45.377,35,00:45.377000,1:46.616,36,01:01.239000,2:34.450,35,00:47.834000,3:08.574,32,00:34.124000,33,33,41,25,00:46.236000,35
33,,14,KIEFER Henri *,CANYON CLLCTV FACTORY TEAM,10080400048,GER,2005,58.590,26,3:55.138,+12.143,-,0:43.178,3,00:43.178000,1:42.004,2,00:58.826000,2:36.722,45,00:54.718000,3:10.297,37,00:33.575000,3,2,54,16,00:44.841000,21
34,,61,VIEIRA Douglas,N/A,10010126679,BRA,1998,58.696,24,3:55.385,+12.390,-,0:45.458,39,00:45.458000,1:47.369,39,01:01.911000,2:34.802,36,00:47.433000,3:09.146,33,00:34.344000,37,39,36,32,00:46.239000,36
35,,77,MEIER-SMITH Remy *,PIVOT FACTORY RACING,10049212427,AUS,2004,58.106,32,3:55.649,+12.654,-,0:44.044,17,00:44.044000,1:43.842,11,00:59.798000,2:29.496,10,00:45.654000,3:09.690,35,00:40.194000,16,13,10,56,00:45.959000,32
36,,55,WALLACE Mark,N/A,10008172636,CAN,1995,55.766,55,3:56.420,+13.425,-,0:46.181,48,00:46.181000,1:47.507,40,01:01.326000,2:35.330,37,00:47.823000,3:10.366,38,00:35.036000,45,36,40,43,00:46.054000,33
37,,67,LEHMANN Janis,N/A,10010012303,SUI,1998,58.590,26,3:57.009,+14.014,-,0:45.657,41,00:45.657000,1:48.319,45,01:02.662000,2:35.813,41,00:47.494000,3:10.549,39,00:34.736000,38,47,39,38,00:46.460000,38
38,,94,ERVIN Tyler,N/A,10065700306,USA,2002,57.981,34,3:57.426,+14.431,-,0:45.297,34,00:45.297000,1:47.599,41,01:02.302000,2:36.632,44,00:49.033000,3:11.599,41,00:34.967000,32,43,48,42,00:45.827000,30
39,,45,SMESTAD Simen,N/A,10010119811,NOR,1998,56.802,45,3:58.810,+15.815,-,0:46.446,50,00:46.446000,1:48.369,46,01:01.923000,2:35.448,39,00:47.079000,3:09.321,34,00:33.873000,47,41,33,20,00:49.489000,53
40,,57,STEINER Julian,N/A,10008123732,GER,1994,58.802,22,3:59.000,+16.005,-,0:46.130,47,00:46.130000,1:49.002,48,01:02.872000,2:37.150,46,00:48.148000,3:11.997,43,00:34.847000,44,48,43,40,00:47.003000,42
41,,74,SCHNÖLLER Kilian,N/A,10035154804,AUT,2001,55.517,56,3:59.011,+16.016,-,0:45.832,43,00:45.832000,1:48.156,44,01:02.324000,2:35.612,40,00:47.456000,3:11.451,40,00:35.839000,40,44,37,45,00:47.560000,47
42,,47,MACDERMID James *,THE ALLIANCE,10022172766,NZL,2003,57.082,42,3:59.300,+16.305,-,0:45.001,29,00:45.001000,1:46.195,31,01:01.194000,2:33.161,31,00:46.966000,3:12.278,44,00:39.117000,27,31,31,54,00:47.022000,44
43,,96,OSTFELD Roee *,N/A,10117608541,ISR,2006,55.997,53,3:59.536,+16.541,-,0:46.604,53,00:46.604000,1:49.757,50,01:03.153000,2:37.849,47,00:48.092000,3:12.541,45,00:34.692000,50,49,42,37,00:46.995000,41
44,,80,NEITZKE Matheus Braian,N/A,10091680946,BRA,1999,56.982,43,3:59.782,+16.787,-,0:46.398,49,00:46.398000,1:47.770,42,01:01.372000,2:36.493,42,00:48.723000,3:13.371,47,00:36.878000,46,37,47,50,00:46.411000,37
45,,101,MASTERS Wyn,N/A,10004406107,NZL,1987,59.537,16,3:59.913,+16.918,-,0:46.454,51,00:46.454000,1:50.219,52,01:03.765000,2:38.561,49,00:48.342000,3:13.182,46,00:34.621000,48,51,44,35,00:46.731000,39
46,,63,BURNS CONTRERAS Pedro,N/A,10010632190,CHI,1997,56.191,51,4:00.538,+17.543,-,0:46.902,55,00:46.902000,1:49.509,49,01:02.607000,2:38.068,48,00:48.559000,3:13.683,48,00:35.615000,52,46,45,44,00:46.855000,40
47,,97,BAECHLER Nicolas *,N/A,10077181971,SUI,2003,56.387,49,4:02.999,+20.004,-,0:46.732,54,00:46.732000,1:50.147,51,01:03.415000,2:39.644,50,00:49.497000,3:15.981,49,00:36.337000,51,50,50,48,00:47.018000,43
48,,102,CONROY Sam *,N/A,10124098346,GBR,2005,58.568,28,4:04.025,+21.030,-,0:47.981,58,00:47.981000,1:51.755,53,01:03.774000,2:40.913,51,00:49.158000,3:16.760,51,00:35.847000,53,52,49,46,00:47.265000,45
49,,65,KERR Henry,AON RACING - TOURNE CAMPERVANS,10023914524,IRL,2000,57.713,38,4:05.490,+22.495,-,0:44.035,15,00:44.035000,1:43.846,12,00:59.811000,2:29.366,9,00:45.520000,3:16.726,50,00:47.360000,14,14,7,57,00:48.764000,51
50,,98,DAVIS Braedyn *,N/A,10131433364,USA,2006,55.158,57,4:06.761,+23.766,-,0:49.084,60,00:49.084000,1:54.916,54,01:05.832000,2:44.585,52,00:49.669000,3:19.438,52,00:34.853000,55,54,51,41,00:47.323000,46
51,,108,VELLUTINO MALAGA Lucio *,N/A,10084357345,PER,2004,55.824,54,4:13.724,+30.729,-,0:48.837,59,00:48.837000,1:56.366,55,01:07.529000,2:47.971,53,00:51.605000,3:25.197,53,00:37.226000,54,55,53,53,00:48.527000,49
52,,109,GAWRONEK Mikolaj *,N/A,10130445176,POL,2006,54.897,58,4:16.510,+33.515,-,0:51.361,62,00:51.361000,1:59.407,58,01:08.046000,2:50.769,54,00:51.362000,3:27.632,54,00:36.863000,57,56,52,49,00:48.878000,52
53,,104,PARKER Drake *,N/A,10118395958,USA,2006,56.211,50,4:24.234,+41.239,-,0:46.579,52,00:46.579000,1:59.262,57,01:12.683000,2:59.253,56,00:59.991000,3:36.131,56,00:36.878000,49,58,56,50,00:48.103000,48
54,,78,ZENTENO MENDOZA Alejandro Mateo *,N/A,10120053042,PER,2003,53.377,59,4:25.158,+42.163,-,0:50.579,61,00:50.579000,1:58.920,56,01:08.341000,2:53.964,55,00:55.044000,3:34.031,55,00:40.067000,56,57,55,55,00:51.127000,55
55,,41,GRISEL Léo,N/A,10069990332,FRA,2002,56.114,52,4:28.371,+45.376,-,0:44.485,23,00:44.485000,1:45.443,22,01:00.958000,2:32.638,27,00:47.195000,3:07.293,26,00:34.655000,21,28,34,36,01:21.078000,58
56,,92,GARCIA AYORA Ignacio *,MONDRAKER FACTORY RACING DH,10089115702,ESP,2006,56.962,44,5:09.219,+1:26.224,-,1:49.361,64,01:49.361000,2:54.568,60,01:05.207000,3:43.233,58,00:48.665000,4:19.355,57,00:36.122000,58,53,46,47,00:49.864000,54
57,,79,THURLOW Luca *,N/A,10083936205,GBR,2005,58.106,32,5:14.214,+1:31.219,-,0:45.250,33,00:45.250000,1:46.192,30,01:00.942000,3:42.867,57,01:56.675000,4:19.836,58,00:36.969000,31,27,57,52,00:54.378000,56
58,,89,MEEK Toby *,N/A,10064077170,NZL,2004,56.446,48,7:30.024,+3:47.029,-,0:44.445,22,00:44.445000,1:45.710,27,01:01.265000,4:07.916,59,02:22.206000,6:10.477,59,02:02.561000,20,34,58,58,01:19.547000,57
